text,emotion
"We went there for lunch based on reviews as we were passing through town.  I ordered the chicken enchilada soup which was delicious and the shrimp ceviche.  Since the shrimp ceviche was $9.99,  I expected a bowl of shrimp that had been marinated in citrus.  Instead I got a bowl of salsa with 4 shrimp in it.  While the salsa was tasty it wasn't worth the price.  If that is the way they want to serve it they should give you a side of tortilla chips instead of saltine packages.  My husband ordered a Club.  It was good and the bread was delicious.  Nice atmosphere. We ate outside and enjoyed the lovely AZ weather.",neutral
i would never say that catholics must immediately give up on scouting i have a feeling that it wont be very long before it will be harder to be accepted into scouting if you are openly catholic than if you are openly gay,fun
i could feel myself hardening and not because of the gorgeous breasts that i was sucking on,fun
i feel lonely and lost,sadness
im not joking we had the feeling they were either extremely friendly or they hadnt seen a westerner before,fun
i desperately want to get loose of my feeling for someone who couldnt love me back more than as a friend because he was so uptight with his ex girlfriend which now his girlfriend again,worry
im sure david is happy to hear that i feel sure he doesnt want to paint everything on there again,fun
i feel beaten by it,sadness
i do not know how to capture with words the gratitude i feel towards everyone who left such kind and supportive comments on my last post,happiness
i feel for say the harry potter movies by virtue of the facts that i saw the movies before i read the books and i liked them and they are not among my most favorite books,happiness
i feel like a letdown and i feel like i allow myself to be hurt,sadness
i caught myself feeling superior to the volunteers when i interned at the chayah house but that attitude is not conducive to making volunteers feel welcome and needed,fun
i have the run of the joint both inside and out but whenever i m feeling uncertain about anything down to my basement i go,worry
i feel very irritable all of a sudden,hate
i didnt feel pressured to move out of the way or get a move on,worry
i feel shaky and fidgety,worry
i believe i am capable of feeling romantic feelings towards people of all gender identities and all biological sexes,happiness
im feeling inside but i just need to calm down and relax,fun
i did have the opportunity to attend the first bit of a catholic mass to get a feel of the devotion of the members which the members there were devoted,happiness
"Bad service which completely destroyed the whole experience for myself and the rest of my family,  but the food was great however and if they could fix their service problem this restaurant would be a must go to",neutral
i didnt something i shouldnt have i slepted with a friend i shouldnt have today they knew it was no strings attached but now i feel all slutty and im such a fucking whore for doing that i dont no why im here i will never achieve anything i hate feeling this miserble,happiness
"Pretty good. I've had better, but this is probably the closest crepe place near where I live and I don't see a reason to not be a returning guest.  When ordering sweet crepes, you get to choose a flavor and 2 fruits of your choice. They also give you an option for a different type of batter as well; red velvet, whole wheat (I think it was), and regular. Ice cream is an additional $1. I went with a regular Nutella crepe with strawberry and banana. The crepes are pretty huge and they fill it with whatever fruit you chose. And they definitely don't skimp out on the fruit too, so that's a plus.  I also ordered an iced Nutella latte, which I could've don't without lol.  The ladies behind the counter were really nice though. Super friendly and quick with their service.",neutral
Overall pleasant stay but nothing spectacular to call out. Rooms seem to have received a minor facelift in the past couple of years. The sink in the room is nice but it's up way to high and in such a confined space. The bathroom is small; the door almost hits the toilet... there's no ventilation in there either so bring your poo-pourri toilet spray to save your significant other from your aftermath (sorry honey).  Facilities are adequate; had bfast one morning and it was meh with the price tag to go with it.   The best part is the location of the hotel in Charlotte - easy walking distance to everything! Take advantage of it!!,neutral
i almost feel damaged some how,sadness
i say no if someone tries to touch me in ways that make me feel frightened uncomfortable or confused,worry
i feel no real need to continue this existence besides petty materialistic reasons,hate
i feel generous giving it a c,fun
i loved that she gave in to what she was feeling even though she was scared of the unknown,worry
i know what it feels like to be so terrified to get too close to anyone,worry
i could feel her whimper to the thought of being unloved and uncared for,sadness
"This place is bomb! The JR specialist my favorite. Sometimes is better than other days and sometimes it's different. It depends on whose cooking the food! It has it's pros and cons. But over all, the service is great. And the food is okay!",neutral
i can cope with his presence without feeling distressed if i can force myself into a quiet and resigned friendship,worry
i have had an uneasy feeling about things i would have liked to say to my her a second mother to me even though she was already dead,happiness
i started to feel fearful and alone because it was getting darker and i couldn t see as much as i could in the open space walking up,worry
i do feel pretty horny today,happiness
"I dined there in May 4, and the very very nice bar tender suggested the double lobster special. The Lobster tails were cooked very well, but the veggies were dry and tasteless. I loved the butter selection: one is a lox, the other one is plain butter, and the third one is a olive tapenade butter. The live music is a nice touch, but the customer service was outstanding.",neutral
im starting to feel increasingly violent and troubled,hate
i feel shaky if i dont eat i continually think about food and what im eating and when i get to eat next,worry
i learn to forgive people who i feel like have really wronged me,hate
i feel dull and easily all of the difference of the rule absolutely no i just can t several it so this in turn quick easy casserole is fantastic relating to group meals local hall pitch ins picnics address luncheons etc,sadness
i have a feeling i may have outraged the taxi drivers sense of propriety but i have mad maintaining modesty while changing,hate
i found a pattern of a gorgeous crochet top that i might try to make when im feeling brave,fun
i never got the feeling she was all that fond of and possibly for being the original olivia on the waltons,happiness
i feel bad for anyone who has ever had to watch a game with me,sadness
i know also supports the things with real money that they feel are worth supporting,happiness
i felt afraid when i smoked maryhuana for the first time in my life with a lot of friends in the middle of the street at day brake,worry
"As far as the work goes- The dress was done correctly & in a timely manner and they were very friendly.. BUT I felt extremely ripped off .. when she was pinning it and I was standing in my dress she had said $50...which is what I was assuming everything would cost. I then mentioned the back train was too long and needed ONE bustle for me to clip it up...I know a bustle cost around $2,plus labor I was thinking at most an additional $5-10... it ended up costing $85!!! I asked if I could make it in two payments and she said yes (which is cool) When I asked around after, most of my clients at work told me around $45 was average.. and some had gotten 2 dresses done for $75 in paradise valley... I felt it was too much for the work. but didn't want to say no in the moment because I wasn't 100% sure and needed it done asap. Again, quality was good, they were nice but $85 was a bit too much (for me at least) prices aren't really posted.",neutral
i feel my kids are to playful with our fox terrier,fun
i feel grumpy a href http thegospelcoalition,hate
i rode on the horse and watched the sun fade i couldnt help but think upon the soft feel of a delicate hand and the look in the eyes of a love,happiness
im sorry if this post make you feel uncomfortable,worry
i have felt scared or uncertain about sharing my own story because it does feel vulnerable and difficult i don t regret it when i think about the possibility that it might help other people feel that they too have the ability to do so,worry
"Pretty good. I had a tilapia special, which was tilapia with a brandy sauce over spaghetti. The sauce was simple and tasty, but the fish was too fishy tasting and not good, so I just ate around it. Great sangria. My biggest peeve was that we were served unfiltered tap water, which in Chandler equals undrinkable.   Service was average. When we walked in, we stood there for a couple of minutes before anyone greeted us. Awkward. Our waitress, however, was friendly and efficient.   It's close to home, so we might try it again as it was reasonably priced and I like supporting local businesses. A little more effort could make this place a star.",neutral
i feel terrific and have so much energy now,fun
i am now feeling the onset of an unpleasant sort of tourist panic,sadness
i probably feel horny again,happiness
"Went here for an early dinner.  The waiter was accommodating and asked the chef if we could order from the dinner menu even though it was 40 min before dinner was to start.  Certain items weren't ready but we were able to substitute for the sides that weren't quite ready.  We both ordered the short ribs and since the mashed potatoes weren't ready we were able to get the risotto or potatoes au gratin and a choice of broccolini or seasonal vegetables.  We choose the broccolini and risotto with the short ribs.  All was delivered fairly soon and looked appetizing.  The flavor was decent but the texture of the short ribs wasn't fork tender like I expected.  All the food was only luke warm not hot.  I prefer my food hot but didn't want to send it back. I would consider the decor southwest rustic and they could use a little updating.  The place was clean, the service was prompt and staff was friendly.",neutral
i feel all funny just thinking about it,surprise
i must bring some perspective into the equation consider how you would feel if you went a week without calling and then phoned up to find out youd missed your final opportunity to talk with a parent,sadness
i have to care about and care for people with disabilities who are targeted by sensationalist media reports as well as at the same time feel the sorrow i do for the parents family members and community in newtown connecticut that is stunned by the events of today,surprise
im starting to feel hostile and aggravated,hate
im probably going to get kicked out because im not feeling insecure and that makes twice now,worry
i was i admit very worried about feeling isolated i work in a cubicle pretty much on my own unless someone needs me,sadness
i feel like im secretly hated by them and they wont tell me even when i beg on my hands and knees,hate
i have a feeling that was because we opted to shoot more photojournalistically and completely prop free which is a personal fave of mine,fun
"We loved our food and the service the first time we went, however our visits were not consistent. The second time we went the server mixed up our order and the food wasn't very good even though we ordered the same thing the first time. It's a fun place to grab a drink and some food when watching a game, but don't have high expectations.",neutral
i would never be able to feel like i do today buoied up by sense of peace and calm that can only come through hope,fun
i feel so insecure i know that i just need you like ive never done before help me if you can im feeling down and i do appreciate you being round help me get my feet back on the ground wont you please please help me,worry
i do not know what it is like to wait for a child that you cannot feel inside you that is living life apart from you and who doesnt know that you are out there loving and waiting for them,happiness
i didnt feel a hint of sadness nostalgia longing for him when we sitting close to each other,happiness
i am feeling really excited about what lies ahead,fun
"Ordered a crunchwrap supreme and found the flavor a bit off. It tasted like it had been fried in oil that was a bit rancid.  The manager was good about it and offered a replacement. The taco salad that I ordered for my wife was really good, according to her.",neutral
i feel horrible because youd think id know after a mountain together,sadness
i just feel like there are things i will miss like having someone adoring me but other than that i feel free,happiness
i recall feeling very apprehensive about a lot of these chapters when i wrote typed them up specifically this last third and after reading them over and correcting them i see them in a new light,worry
The good news is we only had to wait 90 minutes this time instead of three hours. Very nice facility very well-maintained. The negative is the organization from a management standpoint seems very disorganized. We had a gift card to use and not only do they not work at the lane terminal but we had to ask 3 separate employees and stand in two separate lines before someone could help us use our gift card to pay. The probably would not of been nearly as frustrating and not just waited 90 minutes.,neutral
i do feel for her i don t think her parents ever say or do anything supportive and she s starving for attention,happiness
i feel was relatively gracious since i was sort of the one who was uh semi dumped she continues to be peculiarly distant and impassive about spending time with me,happiness
i really do have a feeling from a girls instincts that kealan actually liked sarah,happiness
i get a warm fuzzy feeling when i see a kitchen that is lovely but more importantly clearly loved and used well by its owner,happiness
i think its a lesson someone upstairs is trying to teach me right now because not only am i pregnant and feeling so impatient with how slow it seems to be going,hate
i have come off conquerer others i feel i have missed the mark or perhaps the lesson that i was suppose to learn,sadness
i feel like life is kind of fucked up,hate
i feel slightly less enraged,hate
i feel like im not pretty enough like my personality is too boring and obnoxious,sadness
"I visited Union during the holidays w my husband and sister & brother-in-law for lunch. I ordered the gnocchi w pork & beef ragu. My husband ordered the burger; my sister the polenta & bro-in-law the salmon. We all really enjoyed our food & wine. The portions are big, so a very filling lunch. There are lighter (salad/soup) options too.  The main reason I gave Union 3-stars and not 4 is that they need to work on their interior temperature control. There was no barrier between the front door and the seating area except a flimsy curtain that was constantly being opened. So with the -20C outside it made for a uncomfortably frigid meal experience. Folks at the front bar were fully bundled up in coats while drinking. If they are trying to go for the Ice Hotel experience they hit the nail on the head. My advice spend the money and get a real double door installed.",neutral
i have a feeling i may get a tad distracted on topics but i promise to try and be grammatically sound and somewhat entertaining,hate
i feel very shocked by how many people i talk to who havent seen this movie,surprise
i have to cop out on feeling regretful,sadness
i feel uncertain about a lot of things,worry
im feeling petty and mean right now so im going to say this,hate
i cant help feeling curious you know after all ive heard,surprise
im feeling like im also going to be uploading some more of my poetry on here just some lame stuff and lemme know if you guys like it,sadness
"Beautiful store, easy to peruse!  I love the fall colors they're using!  Definitely the place to be & the clothes & accessories that are trending in Charlotte right now.",neutral
Kinda smallish dish for what you get. I always thought this place was a restaurant. Turns out it is a food stall. The food was pretty tasty but $20 in Kensington Market I expect more than just 2 small take away containers. Likely won't be heading back soon.,neutral
ive been feeling somewhat dissatisfied with my paintings as of late,hate
i was feeling generous so i also caught a house fly to feed the black widow id caught in a mason jar so it could feast as well,happiness
im so happy words cant explain how i feel kasdjnfalskdjcnalksdurhilasdjncalskdjfnalskdurhalsidcnaskdjrfnalskdcjnasldkurhalskdcnasnlkdurhaslkcjnasdkrjaslducnaksdjfnaskd the article for those of you eager to see a href http www,fun
i left the place feeling heartbroken,sadness
i feel kind of alone and helpless in,sadness
I'd love to give this place 5 stars. The operation is great and clean and I love the fact they use local ingredients and the flavor pairings are amazing. I just wish they'd use a different oil. The leaf lard imparts flavor to the donuts that takes away from the amazing flavor combinations.,neutral
i feel about tortured artists by now,hate
"If you blink you will miss it. So in that essence it fits the ""hole in the wall"" category. The parking however doesn't seem to be a problem since there is a lot if street parking all around the empty neighborhood. Inside the restaurant is a whole different story... It is alive with all the sounds of hustle and bustle coming from the open kitchen area and the echoing sounds of the warehouse style seating area coming from all the seated patrons. In short it's loud in here, definitely lively but wouldn't suggest this place if you are planning on having a conversation. The service is amazing so much so I thought at one point I had three servers since more than one person came to check on us. Now to the food. I ordered the downtown egg Benedict and there famous pancake and my husband had the two egg special. The plating of both were beautiful and the portions were generous but the flavors were not very memorable. Overall from a score of 1-10 I give  this place a 5",neutral
i feel weird to step out from home with my glass,worry
i had my first meeting last week and i m feeling very inspired positive and enthused about taking my business forward,fun
i supposed to act like a bro and feel festive when i can t even break out my snowboard,fun
i think that i have transformed from art student to artist is my motivation to draw thing that i want to draw and feel passionate about it and not just drawing what my teachers tell me to draw and i would feel uncertain about it,happiness
im feeling annoyed or not in a good,hate
i walked alone towards china sweating with the trepidation one feels when going to meet a beloved that one has not seen for a long time,happiness
i must have been feeling a little cranky about the,hate
i feel like other books i pick up are going to be dull and boring in comparison,sadness
i wake up feeling dazed from deep slumber and convoluted sometimes exhausting dreams a bit like a href http skdd,surprise
i feel stressed always,sadness
"We just got a Lebanon Express in Roncesvalles, and I've already been 3 times.  Everything is super fresh here - the shawarma wrap is delicious!  My husband on the other hand is not a fan.  His chicken shawarma plate was $12 and did not include any pita and they failed to give him the pickled veggies.   Also, for a $10 container of hummus, it only came with 2 pitas...  So just be aware of that.  Not sure why they are so stingy with pitas, but everything else is really good and fresh.   Next time I will ask for more pitas and make sure they include all items that are supposed to come with what we order.",neutral
im feeling particularly horny ill put on a hell of a show for him,happiness
i noticed i couldn t feel the razor glide up my shin or the ledge supporting my foot,fun
i just wanted to write this post because i m sure like myself there are many of us struggling with the same problem feeling deprived and isolated on such a restricted program but i hope you realize that you are doing it to yourself and you don t have to feel that way at all,sadness
i feel fearful of this situation,worry
"I came here for lunch on a weekday.  It was very crowded!  We were lucky enough to get outdoor seating though.  I ordered the caprese bruchetta and a side green salad.  The bruchetta was a little oily for me... also very garlicy.  If I were to go back, I think I would stick with a caprese salad or sandwich instead for those flavors. The salad was good too, pretty big and fairly plain.  My friends both got pizzas that they thought were excellent.  This is a great lunch place I would definitely revisit.",neutral
i wonder if i need to pull back more and create some space for myself sometimes i feel like a heartless bitch for leaving her,hate
i find myself feeling like i should apologize more often even when i am not convinced i am wrong,fun
Let me start by saying I didn't get the pizza....I know! I just didn't have the 45 minutes to wait. We got a recommendation from the bartender to get the spinach mozz sticks....these were....not good. Yikes. He made it sound like fried spinach artichoke dip....that it was not. The spinach made the texture weird and took away the yummy cheese stick flavor. I also ordered their minestrone soup...now that was good! I would eat that again and the cup was really big for the price.    PS they no longer have a specialty cocktail list but they can make some of the items that used to be on there.,neutral
i feel naughty a href http journals,happiness
i have no doubt that many of us feel especially distraught steger said,worry
i am being selfish but i feel like me trying to make him horny is redundant because he is always horny and i feel like he should try harder to make me horny,happiness
i feel intimidated by the great women in my family tree,worry
i continued to watch feeling a strange sense of unease i decided this new found trend wasnt for me,worry
i feel bitchy irritable and short tempered and have little ambition,hate
"Went here the other day...reminded me of my carefree college days.    Wait...carefree?  Homework, papers, tests, two jobs....hmm, maybe they weren't so carefree after all.  Anyways, it's always fun to go back to my old stompin' grounds, but I never went to this Dos location as much as the old one right on Mill.  And although it's waaaay bigger now at this location, it's just not the same.    Students still flock here, corona's still flow freely and tacos are consumed by the thousands, but I prefer the old, dirty Dos to this new multi-level locale.  There was just something great about ditching class to go day-drink and eat at Dos.  One trip back to Dos was enough for me though.  I saw frat boys pounding beers, girls frolicking around in tiny skirts and pervy old men at the bar watching it all.  It's back to Scottsdale for me.",neutral
i feel simply radiant because i have had the chance to actually sit down and have tea in a quiet house this morning before making my way to school d,fun
i feel a very strong bond with them and there is a high level of trust and acceptance between us,fun
i am feeling stubborn even angry in the face of this capricious reimposition of an irrational restriction,hate
"The food  is good. You will not be disappointed. The staff is friendly. The menu is not very surprising. I can't say it is an amazing restaurant. It is just good and overpriced for what they offer. I ordered a meal number 45. I got noodles, 4 pieces of crab, a tiny piece of beef and a tiny spring roll. The size was just right to feel not hungry, but not too full. It tasted really good. But for almost 13$ you sort of expect a little more than noodles, 4 crabs, a tiny roll and a tiny piece of meat. The meal literally cost them not more than 1.50$ -2$ to prepare.  I wished they had more soup varieties in smaller bowls as entrees. I don't want to pay 10$ and get a huge soup as I don;t always like to make a soup to my main dish. Also, I wished they had more authentic salads, like a lotus stem salad.   However, the place is clean, it was recommended to me, the staff is very friendly and make sure you have a good experience.The food tastes well.  Get there on time. It is very small and I know people like that place.",neutral
i couldnt help but close my eyes feeling his hand on my face oddly peaceful him doing that,fun
"The free tickets thing is a sham and an advertising gimmick.  If you are going to go,  it's better to just pay for your seats.  The show is cheap and if that $10 breaks the bank maybe you should just skip it.   If you do want the free tickets,  book LONG in advance ... like before you leave home for Vegas.  The thing that pissed me off was that we bought are tickets and didn't get assigned seats.   Why did I have to stand in a GA line up for this show?  I'd almost rather pick another show to be honest with you.  I disliked the forced pictures and thought the video trailer for the show was dumb - proving to me I should still stay seated in the theater and not walk out... pointless.   The show is cute - not really vegas quality but I still didn't know how things were done.  There were special guests that I quite enjoyed - it was almost like a variety show in a way.   This show is not bad and worth the low cost of tickets especially for the family.   It's a fun little thing to do inside at 4pm to beat the heat of the day.",neutral
i feel dissatisfied with myself,hate
i fought against feeling overwhelmed,worry
i love this little boy and sometimes i feel how inadequate i am as a parent to him,sadness
i mean im an omnivore because i know that plants feel just as much pain as the animals and were less considerate of that so i see no reason to exclude based on feeling,happiness
i feel like ive been tortured for mths,worry
i get an anxious feeling i feel xox soon itll be the real thing already so i need to be flawless,fun
i feel so idiotic because of you,sadness
Nice spot to enjoy a quick dessert.  Only the three stars because it seems like the last few times I have been the yogurt is a bit runny and I don't want a bunch of liquid in my cup.  Nice place with free wifi so definitely go hang out.  I just tried a new flavor I saw which was crΓ¨me brulee or however you spell it and was amazing.  Just needs to be a bit more frozen.,neutral
i thought about giving up for crying out to one of my supports as i was feeling highly agitated,hate
i cant begin to think of how that would feel morose doesnt even begin to cover it,sadness
i am just waking up with not nearly enough sleep and feeling dazed,surprise
i would feel more sympathetic toward them,happiness
i feel the need to be liked and the only way that we feel that we can be liked is by pleasing them,happiness
i feel the tug of the fabric against my thighs and butt i am overwhelmed with the feeling that i am just too fat,surprise
i feel really lethargic today and just cant be bothered with much,sadness
i feel utterly exhausted and unable to function,sadness
i always feel humiliated,sadness
"Hype......long wait even after seating. Food was bland. Had the chicken and waffles. Chicken had no flavor. Waffle was good though. Ordered the veggie omelet for my wife. She said it was okay.  I'm writing this review while I wait for my check which will take a while for them to bring anyway. The atmosphere is nice though, the service kind of kills it. They are nice, just not sufficient. I asked for hot sauce, God knows where that is now.  Prob nice to try atleast once. Paris doesn't have any other nicer place anyway.",neutral
i was feeling drained before i even sat in the chair,sadness
i left the seminar feeling a little overwhelmed but now a couple of days down the line i m feeling the i can now begin to add some structure to my research rather than simply flailing around reading anything that may be vaguely relevant,worry
i feel instantly resentful when i hear about people falling pregnant,hate
i hate the cold i do have to say that i am extremely thankful that i am alive to be able to feel the cold,hate
i am able to resolve such issues that i feel most like a vital member of the team,fun
i feel the need to be relieved,fun
i feel like i have to start taking it more seriously but i m already exhausted,sadness
i look back on that i feel amazed that at such a young age i could just pull it together like that,surprise
"While enjoying a Saturday stroll in the A/C -mall, a quick bite was necessary. The Knish was delicious, we had the potato and veggie.  Customer service was okay, Gordon saved the day after the order was forgotten.   Tip: check in on yelp and you get an awesome black and white cookie.",neutral
i am feeling invigorated and inspired to get things done,fun
"We've been to many Macayo's locations and are rarely disappointed, this was no different.  It's always good food but not great food.  We shared a cheese crisp and a shredded beef chimichanga.  The cheese crisp was good but a bit overpriced (almost $7) for a toasted tortilla with a THIN layer of cheese.  The chimicanga was good but was quite a bit smaller than I remember and was $12.  I don't mind paying for good food, and I don't have to be stuffed when I leave to be happy, but it does seem like the value could be adjusted a bit.  On a high note, I'm always happy when a Mexican restaurant carries a variety of Mexican beers.  Yay, Dos Equis lager on draught!!!!",neutral
i feel very welcomed with my story,fun
i really have nothing to talk about i m just feeling so damn antsy and needy and lonely,sadness
"Wow, this place is unexpectedly fun to eat at.  There were a lot of bachelorette type of groups all loud and having fun. It's a catchy energy going on in here.   I just didn't think Jose Andres would have a dimsum / taco place and get away with it. The food although pricey (what do you expect at the Cosmo, Chinatown take out prices?) was goooood and yummy.    We had When Pigs Fly, Sui mai Scallops, Har Gau, Ocean Nest, Tuna Ceviche, Langosta Tacos and Viva China. Viva China had a little kick to it. I'd order that again next time  I got a ""had this taste before but there's a definite new twist added"" so it was fantastic. I'd come back here again for a quick lunch or dinner before heading to Marquee next door.  It's true though, don't expect to be stuffed. I was hungry around 4 am later.  These are tapa style plates meant for sharing and a fun atmosphere. It's NOT a romantic place so don't expect that here.",neutral
i feel very lucky a href http,fun
i feel very determined when i hear jiayoujiayou while running on the plot eh,fun
i feel treating me like a naughty school boy because i was doing mph over a temporary speed limit is not the way to garnish public respect,happiness
Their pastries and coffees are an absolute delight.  Price point is a little high but great location for a casual meeting or quick bite .   Love the abstract arts also. Would come back again.,neutral
"Guys, don't throw stones at me.  I LIKED Barrington's.  I would give them a solid 3.8 stars.  They are better than ""Ok"" but not as good as ""yay I'm a fan.""  As others have stated, the ambiance is quaint, quiet, intimate.  I love that.  The service was OK for us.  The waitress seemed a little ""rough"" and just didn't provided the polished professionalism you would expect at a place like this.  She had a couple of recommendations for wine based on the description of what I wanted and I think she provided decent options but neither truly hit the spot.    I ordered the butternut squash soup and one of the salads.  Both were done very well and I liked that I could order a ""half order"" so it wasn't too much and I wasn't too full before my entrΓ©e.  I went with the swordfish for my main meal.  It was OK.  It had a crispy crust around it but the fish itself was pretty fishy.  The menu said it came with white beans, broccoli rabe and chorizo.  You couldn't really taste or find many pieces of chorizo and for some reason the flavor combinations didn't work THAT well.  I mostly just tasted fishy fish with bitter broccoli.  The truffled mashed potatoes were amazing but they came out lukewarm which was disappointing.    We went against our server's recommendations (as she had suggested a couple other things we didn't agree with earlier in the evening) and decided to try the blueberry sticky bun and the smore's crΓ¨me brulee.  Both get an A for effort, NO doubt.  They both get an A for creativity as well.  They both get a B in terms of flavor and overall enjoyment.    I just don't feel confident to say this is the best restaurant in Charlotte.  I have had better dining experiences elsewhere.  I am not saying I wouldn't come back but if I got to pick a special occasion place to dine it wouldn't be the first thing on my list.",neutral
i feel like i am in my zone and i am loving my business,happiness
Since leaving my last review of U-Haul and after having sent emails to customer service and public relations with you all day and since contacted me reversed all charges apologized profusely and giving me $100 credit with VIP service to my next rental they don't get five stars because of the original hassle but it definitely goes a long way towards pleasing me and earns them three stars good job guys thank you for trying to make things right,neutral
i feel blessed that i had a good conversation with him before he died,happiness
i feel this distraught i am thankful that the weather is improving so much,worry
i feel that in a shots film x film every photo valuable,fun
"For being a sushi restaurant in the Bellagio I am fairly disappointed at this place. The price for the food is too high compared to what actually came out. The flavors of some of the dishes just did not match my palette. I am a huge sushi fan, but I didn't even want to try their nigiris. The sushi rice was way too sweet, and the fish they served was okay. I would not really want to go back to eat here again, especially at the price that they put everything at.",neutral
i am that mom that sometimes desperately wants my kids to go to sleep so i can get a moment of peace but once they do i want to go in and pick them up and feel their sweet sleepy breath,happiness
i feel like stop caring about these shits,happiness
i do not feel unhappy miserable wretched glum gloomy forelorn or heartbroken,sadness
i started to feel melancholy and uncertain and really missing my son,sadness
im feeling vicious and so outrageous it breaks us,hate
i feel reluctant for you to let you know you are regrettably mistaken,worry
i just wake up feeling bitchy and it tends to get worse as the day goes on,hate
i feel less frantic,worry
i seem to remember it was gold dust not willy wonka style gold tickets but i m feeling generous and although i liked the new faceplate for me the redesign just didn t work,fun
i feel when ever i listen to the msm main stream media deprived,sadness
"I don't like the idea of a taxi picking me up from my residence and then taking me to the airport, since then they'd know exactly where I live and the fact that I'm going to be away from my home for a significant portion of time. Basically, I'm a paranoid person. And since my flights are regularly delayed, I hate relying on someone else to drop me off and then pick me up from the airport, especially when I don't know what time I'm actually landing. The resolution? Use the economy lot at LAS. The area seems relatively safe. I'm not sure if it's regularly security patrolled, but at least the shuttles are driving around the area often enough and keeping their eyes peeled. The charge is $10/day that can be paid by either cash or card upon exit. Do yourself a favor and remember the lot area you are at since the shuttle taking you to the airport will ask you and you know where to go to get your car later. It's always a good idea to take a photo of the lot area and the blurred # on the ground if you can. The shuttles come pretty frequently to take you to the airport, but they can fill-up and the shuttle drivers will not allow anyone to stand inside the shuttle. Have a couple of bucks handy to tip the driver, especially if they are loading luggage in the back for you. I haven't had an issue with luggage being taken by someone else, but again, I'm a paranoid person who puts a bunch of ridiculous things on their luggage to distinguish it from anyone else's luggage then peers out the window as people leave to make sure they didn't take my luggage. The only time I don't like parking out here is over the summer, when the sun is beaming down hard, so I'll make my way to regular and expensive covered parking ($14/day). During the holidays and other peak travelling times, spaces may be hard to come by, so prepare to drive towards the end of the lot to find vacancies.",neutral
"This place has a fun atmosphere. The service is not consistent - sometimes it is fabulous, and sometimes it is really horrible. The food is decent, but not as good as I'd expect it to be. The mohitos were fabulous though!",neutral
i started to feel discouraged,sadness
i don t know why i feel so scared i feel it all the same i feel i want to be the one both feeling mad,worry
im feeling very generous check the link in the bottom to download this song for free,happiness
i sit down to author this letter i feel a little surprised that an entire year has already passed us by,surprise
i feel so very festive wearing it with my favorite white coat,fun
"I came in for the prime rib and I am glad that I did. We got a great deal for $14.99. The prime rib was pretty tasty, the baked potato  was not bad and the green beans were alright. Our waitress was really good and attentive. My buddy loved his chicken fried steak too. I think everyone was pretty happy with their meals. It was weird as we asked for  extra horseradish and the waitress only brought back one of each the creamy one and the full on horseradish. We kind of wanted a little more for 3 people with prime rib. Oh well. I would still go back.",neutral
i am tired of them fighting their constant yelling make me feel extremely vulnerable i dont feel loved and i am usually in a bad mood i wish i could tell them how i feel without getting yelled at,worry
i have a feeling well be sticking around,fun
i still cant shake the feeling that somehow this enraged students reactions were my fault,hate
i cant help but feel like im doing something dirty,sadness
i was feeling pretty fucking bitchy earlier today it didnt help that i somehow managed to erase all songs off my ipod,hate
i would feel myself being a little bit repressed in my creativity and ideas would not come to me as easily,sadness
i feel angered i try to stop and make time to go through each step,hate
i hustle down see a stream leap feel the cool splash the squish of mud the jagged firmness of a river rock,fun
i am ok interacting with my own story and sharing it with others but i feel vulnerable this year and squirmed when it came up,worry
I had lunch here. The French onion soup was good. The chicken Caesar salad was below average. Restaurant was quite nice and service was ok.,neutral
i feel hopeless and i realize i have met none of those goals,sadness
i to argue when someone is feeling generous,happiness
"Their phone number doesn't even work, so don't even try to call in.",neutral
I thought the prices were very high for the quality of what you received. I think there are much better breakfast places in the Valley for far better prices. I am not certain who voted this place best pancakes in America but as a pancake connoisseur I have to say I don't agree. The pancakes were just ok at best.,neutral
i feel that if i am faithful to god he will help me so that one day i can live solely off of the money i make from mcj,happiness
The food was ok. My friends rave about it I thought it as ok.  Lots of TVs. Service was forgetful and that's why I'm giving 3 not 4 stars.,neutral
i always feel more intelligent walking out of that class than when i entered,fun
i feel sorry for writers because even drecky writers can pay to have a pretty good cover done for them,sadness
i too might have a difficult time feeling sympathetic,happiness
i feel so far away from my beloved australia and grateful to be safe,happiness
i feel this is a dangerous plan unless you truly do know what you are carrying out with earning persons giggle,hate
i will most likely feel overwhelmed and exhausted again,worry
i feel like my beloved rpg s are falling under siege of these trading card games,fun
"Second time here. They are open 24 hours a day! My bf and I met friends here last night. They have a nice outdoor seatings but the weather was cold.  They have a good choice of craft beers in Las Vegas and better selection of quality beers. The waitress says the beers on tap on the menu changes every three days. They also do events so check their website for current tap list and special events.  If you like video poker then this is also a very ok place to hang out.  They have a discount at happy hour.  I had a glass of Riesling. My friends had Nachos and cheese. We tried Candied bacon, it tasted like Teriyaki bacon and we didn't like it.   The music was loud and noise level was high.  Our waitress is very attentive and friendly.  Overall, this is a pretty average bar. I don't feel like there's a real reason to go out of your way to come here, but if you're in the area then it's worth a visit.",neutral
i remember moments of feeling lost or hopeless when i was younger,sadness
i have a feeling his sex phobia is the result of his having been sexually abused by his sister when he was a child,sadness
when my tennis match was interrupted because a kid cycled right into the court,hate
